objid,ra,dec,z
1237661972252590961,169.577582083883,7.76617300807773,0.624447
1237661972252590958,169.575193669364,7.76902288553465,0.400768
1237661972252590696,169.56704921026,7.76605736497537,0.30933
1237661972252590338,169.566535702315,7.76287535689155,0.623942
1237661972252590336,169.564603486601,7.76322858006544,0.326736
1237661972252590209,169.570627654261,7.76617572364724,0.097782
1237661972252590210,169.570239716616,7.76667736900784,0.062063
